#OTU ID	Bn27	Bn28	Bn31	Bn32	Bn35	Bn36	Bn63	Bn64	Bn67	Bn68	Bn71	Bn72
OTU885	2	9	0	3	0	10	0	3	1	3	0	3
OTU46	184	224	68	106	15	172	79	115	89	185	76	66
OTU248	5	5	1	3	0	8	3	4	3	3	3	4
OTU206	17	31	7	13	6	18	12	14	6	19	11	15
OTU1561	6	2	3	1	2	5	1	6	13	6	1	2
OTU449	9	3	2	2	0	2	1	3	2	1	1	1
OTU19	11	2	0	0	1	1	24	7	0	13	3	5
OTU74	20	18	6	19	28	17	8	16	5	17	22	13
OTU520	4	0	3	5	65	6	0	5	0	5	1	6
OTU1791	0	2	0	0	0	0	2	1	2	2	9	1
OTU1405	2	9	1	0	1	2	0	2	1	2	1	1
OTU1987	0	0	1	0	1	0	0	0	3	0	0	0
OTU177	1	0	0	0	1	0	0	0	0	0	0	0
OTU610	2	4	0	0	0	0	0	3	0	4	0	0
OTU1079	3	1	1	3	2	3	0	1	1	1	2	8
OTU2213	1	4	1	1	1	0	1	3	7	5	0	1
OTU1297	0	1	0	1	0	0	1	1	0	0	1	0
OTU1739	0	1	0	0	0	0	0	0	0	0	0	0
OTU2199	0	0	0	0	0	0	0	0	0	0	1	0
OTU665	2	2	0	1	0	3	1	1	3	3	1	0
OTU605	5	2	1	1	0	2	0	0	0	3	1	0
OTU1968	0	0	0	0	0	3	0	0	0	0	0	0
OTU1664	0	0	0	0	0	2	0	0	0	0	0	0
OTU1163	0	0	0	0	0	0	0	0	0	0	1	0
OTU531	2	4	0	0	0	0	1	0	0	0	0	2
OTU705	2	0	0	0	0	0	0	1	0	0	0	0
OTU1543	2	0	0	0	0	0	0	0	0	0	0	0
OTU2045	0	0	0	0	0	0	0	0	0	1	0	0
OTU1401	0	0	0	0	0	0	0	0	0	0	0	1
OTU1714	0	0	2	3	1	0	1	0	0	2	0	0
OTU2073	0	0	0	1	0	0	0	0	0	0	0	1
OTU1042	0	0	0	0	0	0	0	0	0	4	0	0
OTU1956	0	0	0	1	0	0	0	0	0	0	0	0
OTU307	5	3	1	4	2	3	2	8	0	8	1	6
OTU1834	0	1	0	0	0	0	1	0	0	0	0	0
OTU1716	2	0	2	2	3	2	3	0	4	3	3	1
OTU1973	0	1	0	1	0	0	2	3	0	1	0	0
OTU1774	0	1	0	0	0	1	0	0	0	0	0	0
OTU1144	1	0	0	0	0	0	2	0	0	0	0	0
OTU1241	0	0	0	0	0	0	0	1	0	1	0	0
OTU917	1	1	4	0	0	0	1	2	0	1	0	2
OTU1265	0	0	1	0	0	0	0	3	0	0	0	0
OTU1897	1	0	0	0	0	0	0	1	0	0	0	0
OTU1933	0	0	0	1	0	0	0	0	0	0	0	0
OTU1793	4	1	5	0	1	0	4	0	0	2	1	0
OTU1576	0	0	0	0	0	0	0	0	0	0	1	0
OTU1378	1	1	0	1	0	0	1	1	0	0	0	1
OTU2203	1	4	0	1	0	0	1	0	1	1	1	1
OTU779	0	0	0	0	0	0	2	0	0	1	0	0
OTU2232	0	2	3	0	0	0	2	2	0	0	0	0
OTU371	0	1	0	2	3	3	3	2	4	3	4	4
OTU193	8	12	4	15	6	23	12	15	19	8	8	12
OTU1081	0	0	0	0	0	0	0	0	0	0	1	1
OTU737	5	5	5	2	1	2	14	13	5	9	0	1
OTU1928	0	3	1	2	3	1	1	2	3	0	7	5
OTU807	5	2	2	4	1	3	6	1	2	0	2	0
OTU2227	0	0	0	0	0	1	0	2	0	0	0	0
OTU513	2	2	0	4	2	3	4	5	1	2	1	2
OTU452	0	1	1	2	2	6	0	0	0	0	12	7
OTU953	3	2	1	0	2	6	1	1	0	2	3	1
OTU2160	0	0	0	0	0	0	1	4	0	0	0	0
OTU681	0	0	0	0	0	1	0	0	0	1	0	0
OTU1757	0	0	0	0	0	0	0	0	6	0	0	0
OTU620	1	4	1	5	3	5	2	6	7	1	5	11
OTU2135	0	0	0	2	0	0	0	0	0	1	0	0
OTU1372	0	0	0	1	1	0	0	1	0	0	2	1
OTU1509	1	0	0	2	1	2	3	0	0	4	2	3
OTU471	1	0	0	1	1	1	0	4	0	6	6	5
OTU1661	0	1	0	2	0	1	0	1	1	0	0	0
OTU846	1	0	0	0	0	3	0	0	0	0	7	13
OTU407	5	9	3	9	5	11	5	14	2	30	4	6
OTU893	0	0	1	0	1	0	0	1	0	0	0	1
OTU1098	0	0	1	0	1	0	0	1	0	0	0	0
OTU2207	0	6	2	17	0	10	5	8	9	3	5	9
OTU316	1	2	1	6	0	3	2	5	2	3	0	0
OTU218	5	2	0	7	9	10	1	3	0	3	18	10
OTU127	6	20	4	20	8	8	25	30	8	25	17	18
OTU322	0	0	0	0	3	10	0	0	0	0	22	16
OTU524	2	1	0	5	0	4	3	5	2	0	4	3
OTU123	17	12	9	16	6	15	21	19	11	13	15	17
OTU1310	4	8	2	3	4	4	3	9	3	2	4	7
OTU1294	0	0	0	2	0	2	0	0	0	0	3	5
OTU661	2	1	1	0	1	3	8	1	0	2	0	2
OTU717	0	2	1	1	3	8	1	2	2	0	9	7
OTU1709	0	0	0	0	0	0	0	0	0	0	4	1
OTU916	0	0	0	1	2	3	0	1	0	1	2	0
OTU1687	1	0	0	0	0	1	1	0	0	0	0	0
OTU1874	3	3	0	0	0	0	2	1	2	1	0	0
OTU96	37	37	21	15	16	22	30	29	28	25	25	30
OTU1638	3	5	0	2	0	0	3	4	0	5	0	0
OTU542	40	48	17	27	24	70	49	59	36	45	95	86
OTU368	8	25	5	10	11	14	19	25	10	19	21	12
OTU1068	3	1	1	1	1	2	3	3	0	0	2	2
OTU27	86	105	43	87	34	66	109	105	87	98	109	121
OTU1542	0	0	0	0	0	0	0	0	0	0	0	2
OTU1302	1	1	0	0	1	2	1	0	0	1	4	0
OTU1866	0	0	0	0	0	0	0	0	0	0	5	2
OTU876	1	0	0	1	0	0	1	0	6	1	0	0
OTU507	2	4	0	6	0	2	3	0	0	3	6	2
OTU1721	0	0	0	0	0	0	0	0	0	1	5	0
OTU1741	1	4	0	0	1	1	0	1	0	0	0	0
OTU1210	0	0	0	0	0	0	0	0	0	3	0	0
OTU1349	1	1	0	1	0	0	1	2	4	2	1	1
OTU939	0	1	0	0	0	0	0	4	0	1	0	1
OTU994	0	0	0	0	0	0	7	0	0	1	2	0
OTU1362	0	0	0	0	0	1	0	0	0	0	1	2
OTU2101	0	0	0	0	0	5	0	0	0	0	1	2
OTU1913	1	0	4	2	0	0	0	0	0	3	2	3
OTU698	1	0	0	2	0	0	0	0	0	0	0	1
OTU1835	0	0	0	1	0	0	0	0	0	0	2	0
OTU1671	1	2	0	0	1	0	0	0	0	0	0	0
OTU540	0	0	0	0	0	3	0	0	0	0	1	1
OTU1585	1	0	0	0	0	0	0	1	0	0	0	0
OTU1180	0	0	0	0	0	0	0	0	3	3	0	0
OTU1275	0	0	0	0	0	0	0	1	0	0	0	0
OTU1575	0	0	0	0	0	0	0	0	0	1	1	0
OTU580	2	1	0	1	1	0	3	1	0	0	1	0
OTU827	0	0	0	0	0	0	1	0	0	0	0	1
OTU1617	0	0	0	1	0	0	0	0	3	0	2	2
OTU1053	1	2	1	1	0	5	0	1	1	2	7	1
OTU1936	1	0	0	0	0	2	1	1	0	0	0	2
OTU1303	0	0	0	0	0	6	0	1	1	0	1	0
OTU615	4	4	2	5	0	3	6	4	3	9	6	8
OTU1515	0	0	0	0	0	0	0	0	0	0	0	2
OTU1204	0	0	0	3	0	0	0	0	0	0	0	0
OTU839	0	0	0	0	0	0	1	0	0	0	0	0
OTU491	0	0	0	3	0	0	0	0	0	0	2	0
OTU1768	0	0	1	0	2	0	0	1	0	0	0	1
OTU980	2	1	1	1	0	0	0	1	0	4	2	6
OTU1468	0	2	0	0	1	0	0	1	1	0	1	0
OTU1282	0	0	0	1	0	1	0	0	0	0	0	0
OTU2103	1	0	0	2	0	0	2	1	0	0	0	0
OTU833	3	2	1	5	0	3	0	2	0	4	0	0
OTU2049	1	0	0	0	0	0	0	0	0	0	0	0
OTU1560	1	0	0	0	2	3	0	0	0	0	0	0
OTU1490	1	1	1	1	0	0	1	0	0	0	1	0
OTU986	1	3	0	1	0	0	2	3	0	0	1	0
OTU1504	1	4	1	1	0	0	2	0	2	2	0	0
OTU1595	2	6	6	4	0	0	2	1	1	7	0	3
OTU642	2	1	0	3	0	0	4	4	0	3	0	0
OTU137	36	39	27	39	8	7	55	29	32	58	3	6
OTU462	10	21	14	9	1	8	14	17	10	24	12	8
OTU614	3	2	0	1	0	0	4	2	5	8	0	0
OTU670	3	5	1	9	0	2	3	10	0	7	0	1
OTU144	16	16	13	23	1	7	23	17	8	18	8	9
OTU245	4	6	4	2	0	0	1	2	2	2	0	0
OTU1571	0	1	2	0	0	0	0	0	0	0	0	0
OTU1001	1	0	1	0	0	0	0	0	0	0	0	2
OTU479	0	0	1	0	0	0	0	0	0	1	0	0
OTU1652	0	0	0	1	0	0	0	0	0	0	0	0
OTU426	2	2	2	3	0	1	0	1	2	2	0	0
OTU1899	2	0	2	2	3	3	3	0	0	2	0	3
OTU1533	0	0	0	2	0	1	1	1	0	0	0	0
OTU561	2	1	1	1	0	0	1	1	0	0	0	0
OTU170	9	2	7	0	1	11	2	0	3	0	10	11
OTU1441	0	0	0	0	0	0	0	0	0	0	0	1
OTU1799	1	0	0	0	0	2	0	0	0	0	0	1
OTU1718	0	0	0	0	0	2	0	0	0	0	2	5
OTU870	0	0	0	2	0	0	0	1	0	0	0	0
OTU481	0	2	2	0	0	0	2	0	0	1	1	0
OTU2181	1	2	0	1	0	3	0	0	2	2	0	0
OTU1930	0	0	0	1	0	2	0	0	0	0	0	1
OTU79	5	13	7	28	3	9	17	20	15	22	5	8
OTU84	12	15	5	9	0	1	24	26	10	20	0	0
OTU733	3	10	4	10	1	0	12	12	8	8	0	4
OTU1558	2	2	3	2	0	0	5	4	2	7	0	2
OTU1704	0	0	0	2	0	1	2	2	0	0	0	0
OTU345	2	4	2	1	0	0	0	0	0	7	0	0
OTU1516	0	0	1	1	0	0	0	1	0	1	0	0
OTU434	8	9	3	5	6	12	7	5	6	6	6	9
OTU1846	1	0	0	0	1	0	0	0	0	0	3	4
OTU309	2	1	4	3	2	0	1	0	0	4	0	0
OTU1940	0	0	0	0	0	0	2	0	0	0	0	0
OTU943	0	2	0	1	0	2	0	0	2	0	0	0
OTU643	0	0	0	0	0	0	0	0	0	1	0	0
OTU216	1	1	0	1	1	0	4	2	0	1	0	1
OTU1078	0	1	0	1	1	6	2	2	0	3	5	9
OTU1305	0	2	0	0	0	0	0	1	5	0	0	0
OTU795	4	5	1	2	0	2	7	4	2	2	0	1
OTU1698	0	0	0	0	0	0	3	0	0	0	0	0
OTU1654	0	0	0	0	0	0	0	0	0	1	0	0
OTU2014	0	1	0	1	0	0	0	0	0	0	0	0
OTU2173	0	1	1	0	0	0	0	0	0	0	0	0
OTU1648	0	1	0	2	0	0	0	0	2	2	0	0
OTU793	0	4	1	0	1	2	1	1	0	2	0	0
OTU2163	0	0	0	0	0	0	0	2	0	0	0	0
OTU2189	0	0	0	0	0	0	0	1	0	0	0	0
OTU2110	0	0	0	0	0	0	0	0	0	0	1	0
OTU1129	0	0	1	0	0	0	0	0	0	0	0	0
OTU1295	0	0	0	0	2	0	0	0	0	0	0	0
OTU1077	0	0	0	0	0	0	0	0	0	0	0	1
OTU2121	0	1	1	0	0	0	0	0	0	0	0	0
OTU143	0	0	1	0	0	0	1	1	0	0	0	0
OTU114	5	0	15	1	3	0	0	0	11	1	0	0
OTU974	0	0	0	0	1	0	0	0	0	0	0	0
OTU2153	0	0	1	0	0	0	1	0	0	0	0	0
OTU1208	1	0	0	0	0	0	1	0	0	0	0	0
OTU1133	0	0	0	0	0	0	0	0	0	0	2	0
OTU509	0	0	0	0	0	1	1	0	0	0	0	0
OTU1191	0	0	0	0	0	0	0	0	0	0	0	1
OTU410	4	2	0	0	0	0	6	0	0	0	4	0
OTU359	2	2	0	0	0	1	3	1	0	1	4	11
OTU437	0	0	0	0	0	1	0	1	0	0	15	15
OTU703	0	1	0	0	0	0	0	0	0	0	0	1
OTU387	3	0	0	0	0	0	9	0	0	3	2	1
OTU2087	1	1	0	0	0	0	4	5	6	0	0	0
OTU286	5	1	3	1	1	13	1	2	2	1	17	21
OTU325	0	0	0	0	0	4	0	2	0	0	0	0
OTU1642	0	0	0	0	0	0	0	0	0	0	0	1
OTU1473	0	0	0	0	0	1	0	0	0	0	9	3
OTU304	6	4	0	1	1	5	4	2	5	1	16	8
OTU1582	0	0	0	0	0	0	0	0	0	0	0	1
OTU1938	0	0	0	0	0	0	0	0	0	0	1	0
OTU595	0	0	0	1	0	2	1	0	0	0	1	0
OTU1719	0	0	0	0	0	0	0	0	0	2	0	0
OTU1062	0	0	0	0	0	0	0	0	0	0	2	0
OTU1842	0	0	0	0	0	3	0	0	0	0	0	0
OTU2010	0	0	0	0	0	3	0	0	0	1	0	0
OTU2112	0	0	0	0	0	0	0	0	0	0	0	1
OTU791	1	0	0	1	0	0	1	0	0	0	13	6
OTU627	1	2	0	0	0	0	3	0	3	0	6	0
OTU282	0	1	4	2	0	0	1	1	0	4	0	0
OTU327	3	5	5	7	8	24	3	2	3	4	11	17
OTU2011	1	0	1	1	0	0	0	0	0	0	0	1
OTU685	0	0	5	0	0	1	0	1	0	0	12	3
OTU2003	1	0	0	0	0	0	1	0	0	0	0	0
OTU715	5	3	0	5	5	24	1	2	0	3	19	9
OTU1236	0	4	1	0	1	2	1	0	0	0	4	0
OTU259	1	0	0	5	5	0	1	0	0	0	1	0
OTU463	0	0	9	0	33	0	0	0	2	0	1	0
OTU28	14	1	24	0	34	5	7	3	6	0	1	0
OTU2146	0	0	1	0	1	0	0	0	0	0	0	0
OTU480	0	0	1	0	0	0	0	0	0	0	0	0
OTU1072	0	0	0	0	0	1	0	0	0	0	2	2
OTU2201	0	0	0	1	0	0	0	0	0	0	1	0
OTU1749	0	0	0	0	2	0	0	1	0	0	0	1
OTU1565	0	0	0	0	1	0	0	0	0	0	1	0
OTU2155	0	3	0	0	0	0	0	0	0	0	0	0
OTU1954	0	0	0	0	0	0	0	1	0	0	0	0
OTU298	4	1	2	1	2	8	3	0	0	4	8	10
OTU1257	1	2	0	2	0	2	0	1	0	0	1	3
OTU667	0	1	0	0	1	0	2	2	0	1	0	0
OTU2182	1	1	1	0	3	1	0	0	0	0	0	2
OTU864	0	0	0	0	0	0	2	1	0	0	2	1
OTU1958	1	1	0	0	0	1	0	0	0	0	0	0
OTU1659	2	0	0	0	0	0	1	0	0	0	0	0
OTU1481	0	0	1	0	0	0	0	0	0	0	0	0
OTU1597	0	0	0	0	0	12	0	0	0	0	0	0
OTU977	2	1	0	0	0	0	2	0	0	2	0	0
OTU1369	1	3	0	0	0	0	2	0	0	1	0	0
OTU792	1	2	2	0	0	1	4	3	11	1	5	5
OTU484	1	1	1	1	0	1	1	0	3	0	6	0
OTU1005	0	1	0	0	0	1	0	0	0	0	3	0
OTU1947	0	2	0	0	0	1	1	0	0	0	0	2
OTU1635	2	0	0	0	0	0	0	0	0	1	0	0
OTU645	1	0	1	0	0	0	3	0	2	2	1	8
OTU2029	1	0	0	0	0	0	0	0	0	0	0	0
OTU1491	0	0	0	0	0	0	0	0	0	0	0	1
OTU1809	0	0	0	1	0	4	0	3	0	0	1	1
OTU1122	0	0	0	0	0	0	4	1	5	0	0	2
OTU1489	0	1	0	0	0	0	0	0	0	0	0	0
OTU1171	0	1	0	4	0	1	0	2	0	0	1	4
OTU1637	0	0	0	1	0	1	1	0	0	1	5	0
OTU1207	0	1	1	1	0	0	0	0	0	0	0	0
OTU1312	0	0	0	0	0	0	0	0	0	0	4	0
OTU340	1	5	1	2	5	3	10	9	3	9	5	3
OTU1636	0	0	0	1	0	2	0	0	0	0	0	0
OTU1476	1	2	1	0	0	0	4	0	0	2	0	0
OTU1287	0	0	0	1	1	0	5	1	0	0	0	3
OTU1862	0	1	0	2	0	0	0	0	0	0	0	0
OTU379	3	1	7	3	2	14	2	3	3	3	2	9
OTU1633	0	4	2	3	0	1	4	2	0	1	0	3
OTU1239	1	0	1	0	0	0	1	0	0	0	0	0
OTU1770	0	0	1	0	0	0	0	0	0	1	0	0
OTU1816	1	0	0	2	0	1	3	0	0	0	0	0
OTU619	1	1	0	0	0	0	1	0	0	1	0	0
OTU1984	1	0	0	1	3	0	2	0	0	2	0	1
OTU1902	0	0	0	0	0	0	0	2	0	0	0	0
OTU1043	0	0	3	0	0	0	0	0	0	0	0	0
OTU921	0	2	1	0	2	1	0	0	0	0	0	1
OTU688	0	0	1	0	0	0	0	0	0	0	0	0
OTU110	13	7	9	14	10	35	13	6	1	9	9	5
OTU1277	1	0	2	1	0	1	0	1	0	0	0	0
OTU637	0	0	0	0	6	0	0	4	0	0	0	0
OTU10	7	5	12	13	88	6	12	2	11	1	6	2
OTU6	24	12	11	3	107	6	1	3	18	0	15	5
OTU1227	4	1	1	2	3	1	1	2	0	0	16	2
OTU1278	0	0	1	1	0	0	0	2	0	0	0	0
OTU392	0	0	1	1	1	0	0	0	0	0	0	0
OTU401	2	0	1	2	9	10	0	0	0	0	3	6
OTU525	13	25	9	18	4	7	14	2	0	26	4	0
OTU954	2	0	0	0	0	0	0	0	0	0	0	0
OTU83	2	0	0	0	3	0	0	0	0	0	1	0
OTU738	0	0	3	0	2	2	4	1	0	2	2	0
OTU1037	1	1	3	0	3	3	0	0	3	0	6	0
OTU995	0	0	0	1	1	4	0	0	0	0	0	0
OTU53	0	0	0	0	0	0	1	0	0	0	0	0
OTU82	0	0	27	0	12	0	0	0	27	0	0	0
OTU1767	0	0	0	0	2	0	0	0	0	0	0	0
OTU197	0	0	0	0	2	0	0	2	3	0	0	0
OTU54	4	0	1	0	3	0	0	0	4	0	0	0
OTU477	4	0	2	1	0	0	0	0	0	0	0	0
OTU22	1	0	3	0	124	1	1	0	6	0	0	0
OTU151	0	0	7	0	4	0	2	0	5	0	0	0
OTU75	0	0	1	0	0	0	1	0	0	0	0	0
OTU321	0	0	0	0	6	0	0	0	8	0	0	0
OTU289	0	0	20	0	20	0	1	0	12	0	1	0
OTU1960	0	0	2	0	0	0	0	0	1	0	1	0
OTU13	5	2	27	3	71	0	2	0	22	0	0	0
OTU130	0	0	0	0	18	0	0	0	0	0	0	0
OTU5	38	1	26	1	17	0	0	0	1	0	0	0
OTU85	4	0	2	0	19	0	0	0	11	0	0	3
OTU1336	0	0	1	0	5	0	1	0	0	0	0	0
OTU2068	0	0	1	0	2	3	0	0	0	1	0	1
OTU1896	0	0	0	0	2	0	0	0	0	0	0	0
OTU126	0	0	0	0	2	0	0	0	0	0	0	0
OTU2012	1	0	1	0	0	0	0	0	0	0	0	0
OTU342	1	4	6	9	2	0	6	1	11	1	0	0
OTU1711	1	0	0	0	0	0	0	3	0	0	0	0
OTU415	1	7	1	2	3	0	0	3	0	0	0	0
OTU271	0	1	2	3	0	0	8	4	0	6	0	0
OTU1832	0	1	1	2	4	0	0	2	1	0	0	0
OTU194	0	0	1	1	0	0	7	0	5	0	0	0
OTU710	1	3	13	5	1	0	0	0	0	1	0	0
OTU587	3	0	0	0	1	1	0	0	2	1	1	0
OTU249	0	1	3	3	14	1	6	0	16	1	6	1
OTU1290	0	0	0	0	0	0	0	0	0	0	1	0
OTU9	12	1	81	0	276	1	8	3	69	0	3	1
OTU262	3	1	3	0	1	3	0	0	0	0	1	0
OTU1023	0	0	2	0	1	0	0	0	0	0	0	0
OTU8	21	4	142	2	344	2	22	6	85	1	8	0
OTU1848	1	1	315	1	2	0	2	0	0	0	0	0
OTU1088	0	0	54	0	0	0	0	0	0	0	0	0
OTU1760	0	0	0	0	0	0	0	0	2	0	0	0
OTU364	0	0	0	0	0	0	0	1	20	0	0	0
OTU1430	0	0	0	0	0	0	0	1	0	0	0	0
OTU2239	0	0	0	0	0	4	0	1	0	0	2	0
OTU1586	0	0	0	0	1	1	0	0	0	0	3	5
OTU1875	0	0	0	0	2	0	0	0	1	0	3	1
OTU1034	2	0	0	0	0	3	0	0	0	2	4	5
OTU1125	0	0	0	0	0	3	0	0	0	0	2	0
OTU376	4	7	0	1	9	21	10	3	5	1	13	5
OTU263	4	2	11	3	10	22	2	2	0	2	15	4
OTU2145	1	0	0	0	0	0	0	0	0	0	0	0
OTU1663	0	0	0	0	0	0	0	4	0	0	2	0
OTU1115	1	0	0	0	0	0	0	1	0	0	2	0
OTU1255	1	0	1	0	0	0	0	2	0	0	0	0
OTU1359	0	0	0	1	0	0	0	2	0	0	1	3
OTU1788	0	0	1	0	0	0	0	0	0	1	0	0
OTU1145	0	0	0	0	1	4	0	1	0	0	0	0
OTU1385	0	1	0	0	0	0	0	0	0	0	0	0
OTU1498	0	0	0	0	0	0	0	0	0	0	0	1
OTU1202	0	1	0	0	0	0	0	0	0	0	0	0
OTU1695	0	2	0	0	0	0	0	0	0	2	0	0
OTU861	0	0	1	0	1	0	0	1	3	0	0	0
OTU1778	0	0	1	1	0	0	0	0	0	0	0	0
OTU386	1	0	2	0	2	0	0	0	0	0	0	0
OTU573	0	0	0	0	0	1	0	0	0	0	0	0
OTU433	0	0	2	0	2	0	1	0	0	0	0	0
OTU1746	0	0	0	0	0	0	1	0	0	0	0	2
OTU1971	0	2	0	0	0	0	2	0	0	1	0	0
OTU562	0	1	1	0	0	0	0	0	2	0	2	0
OTU1989	0	0	0	0	0	0	0	0	0	0	4	0
OTU1013	0	0	0	0	0	0	0	0	0	0	1	0
OTU2093	0	0	0	0	0	0	0	0	0	0	0	1
OTU810	1	1	2	3	0	0	0	0	1	1	0	0
OTU879	0	0	0	0	0	0	0	0	0	1	0	0
OTU624	1	0	3	0	0	0	0	0	0	2	0	3
OTU937	0	0	0	0	0	0	0	0	2	0	0	0
OTU1071	0	1	0	0	0	0	2	0	0	0	0	0
OTU1209	2	1	0	0	1	1	1	0	1	0	0	1
OTU683	0	1	3	0	1	0	3	3	7	2	2	1
OTU1273	0	2	2	1	0	0	5	1	11	1	6	4
OTU809	4	2	2	3	4	3	3	0	0	1	3	4
OTU998	0	2	0	0	0	0	0	1	0	0	0	0
OTU903	0	0	2	2	0	3	0	2	2	1	0	2
OTU1026	0	0	0	0	0	0	1	2	0	3	0	0
OTU1994	0	0	0	0	0	3	0	0	0	0	0	0
OTU609	0	0	0	0	1	0	0	0	1	3	0	1
OTU1200	2	3	2	1	2	1	1	0	1	0	0	0
OTU868	0	0	0	0	0	0	0	0	0	0	2	1
OTU1844	0	1	0	0	0	0	1	0	0	0	0	0
OTU1655	0	2	0	0	0	0	0	0	2	0	0	0
OTU1182	0	0	0	0	0	0	0	0	0	0	0	1
OTU1321	0	0	0	0	0	0	0	0	0	0	1	0
OTU1403	0	0	0	0	0	0	0	0	0	0	1	0
OTU1418	0	1	0	0	0	1	1	0	0	0	0	3
OTU2017	0	0	1	2	1	2	0	0	0	0	1	0
OTU948	0	0	0	1	0	1	0	0	0	0	8	5
OTU1805	0	0	0	0	0	0	2	0	0	0	0	0
OTU280	1	2	5	0	5	1	5	4	6	2	1	0
OTU1618	3	1	0	1	0	0	1	0	9	0	0	0
OTU884	2	0	0	0	0	3	0	0	0	0	0	0
OTU308	1	4	1	3	4	9	1	0	0	0	1	2
OTU1316	1	1	2	0	1	0	0	2	0	0	0	1
OTU649	1	0	2	0	0	0	0	0	0	2	0	0
OTU118	8	7	4	21	3	4	6	8	4	5	0	0
OTU457	0	1	0	1	0	0	1	0	0	0	0	0
OTU380	0	2	1	1	0	5	0	2	3	0	4	2
OTU290	0	3	14	2	4	2	1	5	4	0	0	0
OTU1493	2	2	4	4	0	0	0	5	1	1	0	0
OTU1740	10	3	2	5	1	1	0	6	0	4	0	2
OTU2106	0	0	1	0	0	0	0	0	2	0	0	0
OTU730	5	8	10	10	0	2	9	9	10	6	1	0
OTU241	4	5	2	6	0	3	9	12	6	7	2	6
OTU313	0	5	0	1	0	1	4	2	0	3	0	0
OTU655	1	2	3	1	1	1	0	0	0	1	0	2
OTU748	1	0	1	0	2	1	3	1	0	1	2	0
OTU1720	0	0	0	0	0	0	0	0	0	0	0	1
OTU1064	0	1	1	0	2	0	1	0	0	0	4	1
OTU272	4	2	3	7	1	3	4	0	0	4	1	2
OTU341	0	0	0	1	0	0	3	0	0	0	0	0
OTU1914	2	1	0	1	0	0	0	0	0	0	0	0
OTU1785	0	1	4	0	1	4	0	0	0	0	0	0
OTU1864	0	0	0	0	0	0	0	0	0	0	1	1
OTU1662	0	1	2	3	0	0	2	1	3	1	0	0
OTU201	9	6	9	8	3	6	8	8	0	5	5	8
OTU294	2	1	7	2	4	6	8	1	3	1	8	2
OTU1314	3	3	1	1	4	1	11	3	3	4	1	1
OTU1190	0	0	1	0	0	0	0	0	0	0	0	0
OTU1952	1	0	1	2	2	7	2	0	0	1	2	1
OTU232	2	2	5	7	6	9	0	2	0	4	9	13
OTU467	2	2	0	5	0	1	1	4	2	2	2	0
OTU124	3	3	0	3	6	8	5	3	2	4	11	8
OTU1215	4	0	0	0	0	0	0	0	0	0	1	0
OTU886	0	2	5	2	0	0	3	5	1	0	0	0
OTU164	4	2	9	9	1	3	2	0	4	2	0	0
OTU694	6	3	1	1	2	0	1	1	2	2	0	0
OTU153	9	7	10	5	5	7	11	0	0	5	1	2
OTU1622	0	3	0	0	0	0	0	0	0	0	0	0
OTU510	1	3	0	8	0	1	6	11	1	8	0	1
OTU629	0	0	0	0	0	0	5	1	0	0	0	0
OTU966	1	2	2	2	0	3	4	0	0	0	2	0
OTU1631	3	2	1	2	0	3	0	0	0	0	0	0
OTU873	3	0	1	0	0	0	2	2	1	4	0	0
OTU584	0	0	0	0	0	0	2	0	0	0	0	3
OTU366	0	2	1	0	2	4	2	0	0	1	5	1
OTU1070	1	1	1	3	2	5	5	0	1	1	7	0
OTU625	1	0	2	0	3	0	2	2	2	0	6	4
OTU253	1	2	5	1	4	2	14	0	0	6	3	0
OTU469	1	3	4	5	1	3	7	0	5	0	5	1
OTU135	17	10	19	7	8	24	14	11	3	6	12	13
OTU1605	2	2	0	5	0	0	0	0	0	1	0	0
OTU252	11	8	11	2	4	2	6	1	0	9	0	1
OTU357	6	3	2	4	3	7	3	0	0	5	4	0
OTU1601	1	0	1	0	0	0	0	0	7	0	0	0
OTU1852	1	0	0	0	0	0	0	0	0	0	0	0
OTU474	0	0	11	0	3	0	0	1	0	0	0	0
OTU1726	0	0	0	0	0	1	2	0	0	3	0	0
OTU2055	1	0	2	0	0	0	0	0	0	1	1	0
OTU930	0	1	0	4	0	2	1	2	6	1	0	0
OTU1283	0	0	0	0	0	0	0	0	0	0	0	2
OTU132	11	7	10	6	12	14	4	6	1	3	4	5
OTU1124	1	0	0	0	0	0	0	0	0	0	1	0
OTU125	1	3	0	5	4	1	1	5	0	6	0	0
OTU2128	0	0	0	0	0	1	0	0	0	0	4	2
OTU182	2	2	2	4	1	3	2	3	2	0	2	0
OTU2071	1	1	1	1	0	0	0	0	1	0	0	0
OTU385	1	2	4	1	0	1	1	0	0	1	2	7
OTU600	0	2	4	0	2	2	2	0	0	1	1	1
OTU329	5	3	4	0	0	6	2	1	3	3	1	6
OTU2139	0	2	0	0	0	0	1	1	1	2	0	0
OTU1449	0	0	0	0	0	1	0	1	0	0	0	7
OTU1110	1	0	0	0	1	4	0	0	0	0	0	2
OTU377	12	9	10	11	20	26	14	10	10	10	13	11
OTU1280	4	11	2	8	2	0	5	4	1	9	0	0
OTU1700	0	0	0	0	0	5	0	2	2	1	0	3
OTU450	0	1	0	0	0	0	1	0	0	0	1	0
OTU1121	0	0	0	0	0	0	0	0	0	0	0	1
OTU965	2	2	0	1	0	1	0	0	0	3	0	2
OTU1943	0	0	2	0	0	0	0	0	0	0	0	0
