#OTU ID	Bn25	Bn26	Bn29	Bn30	Bn33	Bn34	Bn61	Bn62	Bn65	Bn66	Bn69	Bn70
OTU2153	0	0	2	0	0	0	2	0	6	0	8	0
OTU2209	0	0	0	0	0	0	0	1	0	2	0	0
OTU850	0	0	0	0	0	1	0	0	0	0	0	1
OTU1847	0	1	0	2	0	0	0	2	0	1	0	0
OTU509	0	7	0	3	0	0	0	21	0	20	0	10
OTU1191	0	0	0	0	0	0	0	0	0	0	0	1
OTU703	0	8	0	4	0	6	0	21	0	7	0	5
OTU387	0	1	0	0	0	2	0	7	0	1	0	21
OTU325	0	5	0	3	0	5	0	0	0	4	0	38
OTU1642	0	0	0	0	0	0	0	0	0	0	0	8
OTU1473	0	0	0	0	0	0	0	0	0	0	0	1
OTU304	0	0	0	0	0	0	0	3	0	5	0	25
OTU1938	0	1	0	0	0	0	0	0	0	0	0	13
OTU595	0	1	0	0	0	0	0	2	0	8	0	15
OTU1719	0	1	0	1	0	0	0	0	0	5	0	0
OTU1589	0	0	0	0	0	0	0	0	0	0	0	7
OTU2141	0	0	0	0	0	0	0	0	0	0	0	1
OTU1842	0	0	0	1	0	3	0	0	0	0	0	7
OTU2010	0	0	0	0	0	0	0	0	0	0	0	2
OTU791	0	0	0	0	0	0	0	0	0	0	0	5
OTU627	0	0	0	2	0	0	0	0	0	0	0	3
OTU282	0	4	0	5	0	7	0	21	0	2	0	0
OTU327	0	3	0	0	0	1	0	2	0	4	0	3
OTU2011	0	0	1	0	0	0	0	1	0	0	0	0
OTU2089	0	0	0	0	0	0	0	0	0	0	0	8
OTU715	0	0	0	0	0	0	1	0	0	0	0	0
OTU259	0	10	0	10	1	10	0	5	2	22	5	11
OTU463	4	4	57	4	21	4	23	4	29	13	24	5
OTU28	175	40	46	30	348	38	260	11	196	24	153	32
OTU1092	0	0	0	0	0	0	0	0	1	0	0	0
OTU2146	0	0	0	0	10	0	0	0	0	2	0	0
OTU480	1	0	3	0	12	0	2	0	2	0	1	0
OTU663	0	0	0	0	6	0	1	0	5	5	2	0
OTU1749	0	0	0	0	0	0	0	0	0	0	0	3
OTU2155	0	0	0	0	0	3	0	0	0	0	0	1
OTU1597	0	0	0	0	0	0	0	0	0	5	0	0
OTU977	0	1	0	1	0	1	0	0	0	0	0	0
OTU792	0	1	0	0	0	0	0	0	0	0	0	0
OTU484	0	0	0	0	0	0	0	1	0	5	0	1
OTU1005	0	0	0	0	0	0	0	0	0	0	0	1
OTU1947	0	0	0	0	0	0	0	0	0	0	0	1
OTU645	0	0	0	0	0	0	0	0	0	0	0	1
OTU1122	0	3	0	0	0	4	0	3	0	6	0	5
OTU1171	0	1	0	0	0	0	0	4	0	5	0	2
OTU340	0	0	0	0	0	0	1	0	0	0	0	0
OTU1636	0	0	0	1	0	0	0	0	0	0	0	0
OTU1476	0	0	0	0	0	0	0	3	0	3	0	0
OTU1902	0	0	0	0	0	1	0	0	0	0	0	0
OTU688	0	0	0	0	0	0	0	10	0	10	0	5
OTU110	0	1	0	0	0	0	0	1	0	0	0	1
OTU1277	0	0	0	0	21	0	1	0	0	3	0	0
OTU637	0	2	2	1	21	3	1	3	3	5	1	6
OTU10	23	99	52	85	930	115	42	102	508	128	312	176
OTU6	86	137	1768	118	75	190	36	604	398	21	111	114
OTU1227	0	0	0	2	0	1	0	0	1	3	0	0
OTU1278	0	0	0	1	1	1	0	3	1	0	2	0
OTU392	0	0	0	0	0	1	13	0	18	2	0	0
OTU401	0	3	0	0	3	0	2	2	0	48	0	108
OTU525	0	0	0	0	0	0	0	1	0	0	0	0
OTU954	0	0	0	0	0	1	0	0	0	0	0	7
OTU83	0	0	109	0	46	1	42	0	10	1	52	0
OTU738	0	2	0	5	0	2	0	8	0	8	0	27
OTU1037	0	0	0	0	0	0	0	0	0	0	0	1
OTU175	0	0	0	0	53	0	0	0	0	0	0	0
OTU53	0	0	0	0	186	0	9	0	0	0	2	0
OTU2168	0	0	0	0	0	0	9	0	0	0	0	0
OTU1454	0	0	0	0	0	0	0	0	0	0	0	9
OTU82	2	1	1	0	1	3	14	1	6	0	16	22
OTU1767	0	0	0	0	0	0	3	0	19	0	46	0
OTU1755	0	0	0	0	0	0	0	0	0	0	15	0
OTU197	4	1	17	0	26	2	7	5	34	0	3	0
OTU54	4	76	4	65	17	64	15	0	2	0	39	0
OTU2091	0	0	0	0	0	0	0	0	1	0	0	0
OTU477	12	174	125	172	3	179	12	16	0	0	0	0
OTU22	0	6	287	3	13	5	5	1	0	0	108	0
OTU151	22	0	3	0	0	0	64	0	10	3	44	1
OTU75	16	2	6	0	63	0	14	5	33	12	3	4
OTU321	1	3	2	11	13	3	53	0	27	0	13	0
OTU1225	0	0	0	0	0	0	1	0	0	0	1	0
OTU289	23	5	49	8	38	7	133	13	58	1	171	2
OTU1960	1	0	6	0	0	0	4	0	0	0	1	0
OTU13	1093	19	127	17	81	15	96	0	26	4	48	0
OTU1063	1	0	0	0	0	0	0	0	0	0	0	0
OTU130	0	0	0	0	0	1	0	0	1	0	0	0
OTU5	64	1356	1266	1297	26	1311	9	155	0	11	191	7
OTU85	40	17	18	16	62	26	78	7	39	9	49	29
OTU1336	3	1	0	0	2	1	21	0	1	0	5	0
OTU1896	0	0	0	0	0	0	0	0	0	0	0	1
OTU126	0	0	0	0	42	1	0	2	0	0	0	0
OTU690	0	1	0	0	0	0	0	2	0	0	0	0
OTU342	0	1	0	0	0	1	0	13	0	33	0	4
OTU415	0	3	0	0	0	4	0	7	0	18	0	0
OTU271	0	0	0	2	0	0	0	13	0	9	0	0
OTU1832	0	0	0	0	0	1	0	0	0	4	0	0
OTU194	0	1	0	1	0	1	0	38	0	57	0	0
OTU710	0	2	0	0	0	4	0	3	0	15	0	0
OTU587	0	0	0	3	0	0	0	1	0	6	0	2
OTU305	0	0	2	0	9	0	5	0	1	0	0	0
OTU249	0	0	0	2	0	0	0	7	0	7	0	0
OTU1290	0	0	0	0	0	0	0	0	0	0	0	5
OTU9	49	22	60	34	550	28	272	12	165	23	147	18
OTU262	4	2	0	2	3	0	6	1	30	0	0	1
OTU1023	4	4	3	5	1	6	0	0	0	0	0	0
OTU8	239	18	62	20	442	11	459	19	394	40	279	32
OTU1848	12	1	69	1	20	0	1	0	12	0	88	0
OTU574	0	0	0	0	6	0	1	0	3	0	0	0
OTU1088	0	0	19	0	3	1	0	0	1	0	14	0
OTU1760	1	0	0	0	9	0	0	0	2	0	0	0
OTU364	14	0	0	0	12	3	8	0	8	0	0	0
OTU376	0	0	0	1	0	0	0	1	0	0	0	0
OTU263	0	0	0	0	0	0	0	0	0	0	0	3
OTU2145	0	0	0	0	0	0	0	0	0	4	0	0
OTU1778	0	0	0	0	0	0	0	1	0	1	0	0
OTU386	1	1	25	3	1	3	0	1	0	2	0	7
OTU573	5	0	1	3	0	0	0	1	0	4	0	2
OTU433	0	5	0	0	6	0	9	1	1	1	0	0
OTU562	0	1	0	0	0	0	0	0	0	0	0	1
OTU1989	0	0	0	1	0	0	0	0	0	0	0	1
OTU1013	0	0	0	1	0	0	0	1	0	0	0	0
OTU879	16	0	0	0	6	0	2	0	3	5	0	3
OTU624	0	3	0	0	0	1	0	6	0	0	0	0
OTU937	0	1	0	0	0	0	0	0	0	5	0	6
OTU1209	0	0	0	0	0	0	0	0	0	1	0	0
OTU1273	0	0	0	0	0	1	0	0	0	0	0	0
OTU809	0	0	0	0	0	0	0	2	0	0	0	0
OTU2017	0	0	0	0	0	0	0	0	0	1	0	1
OTU280	0	6	0	2	0	6	0	17	0	16	0	2
OTU1618	0	1	0	1	0	0	0	13	0	6	0	0
OTU1316	1	1	0	0	0	6	0	2	0	0	0	2
OTU649	0	0	0	0	0	0	0	0	0	1	0	0
OTU118	0	0	0	0	0	2	0	0	0	5	0	0
OTU457	0	0	0	0	0	0	0	3	0	1	0	0
OTU380	0	0	0	2	1	1	0	0	0	2	0	0
OTU1740	0	0	0	0	0	0	0	0	0	0	0	2
OTU730	0	1	0	0	0	0	0	2	0	0	0	0
OTU241	0	0	0	0	0	0	0	0	0	5	0	0
OTU272	0	3	0	0	0	0	0	5	0	2	0	3
OTU341	0	3	0	0	0	3	0	16	0	7	0	0
OTU201	0	0	0	0	0	0	0	2	0	2	0	0
OTU1314	0	0	0	0	0	0	0	2	0	0	0	0
OTU232	0	0	0	0	0	0	0	0	0	0	0	5
OTU467	0	0	0	0	0	0	0	0	0	0	0	1
OTU124	0	7	0	5	0	13	0	17	0	16	0	82
OTU1215	0	0	0	0	0	2	0	4	0	0	0	8
OTU886	0	3	0	0	0	0	0	14	0	3	0	7
OTU164	0	8	0	9	0	11	0	51	0	109	0	7
OTU153	0	0	0	1	0	0	0	0	0	0	0	0
OTU629	0	0	0	0	0	0	0	2	0	3	0	0
OTU966	0	0	0	2	0	0	0	1	0	2	0	4
OTU1345	0	0	0	0	0	0	0	1	0	0	0	0
OTU584	0	0	0	0	0	2	0	2	0	0	0	0
OTU366	0	0	0	2	0	1	0	0	0	0	0	1
OTU1070	0	0	0	1	0	0	0	2	0	3	0	3
OTU625	0	0	0	0	0	0	0	1	0	2	0	17
OTU253	0	11	0	11	0	6	0	44	0	45	0	39
OTU469	0	0	0	3	0	0	0	11	0	7	0	3
OTU135	0	6	0	2	0	0	0	14	0	22	0	20
OTU1605	0	1	0	0	0	0	0	0	0	0	0	0
OTU252	0	0	0	0	0	1	0	1	0	0	0	0
OTU357	0	0	0	0	0	0	0	5	0	0	0	0
OTU1601	0	0	0	0	0	0	0	0	0	1	0	0
OTU474	0	0	0	0	0	1	0	17	0	15	0	3
OTU2055	0	5	0	3	0	4	0	8	0	17	0	4
OTU1283	0	0	0	0	0	0	0	0	0	0	0	1
OTU132	0	0	1	0	0	1	0	2	0	0	0	0
OTU1124	0	0	0	0	0	0	0	4	0	4	0	7
OTU125	0	13	0	9	2	5	0	42	0	40	0	20
OTU2128	0	0	0	0	2	0	0	1	0	6	0	66
OTU182	0	7	0	6	0	12	0	20	0	82	0	27
OTU2071	0	0	0	0	0	0	0	10	0	4	0	1
OTU329	0	0	0	0	1	1	0	1	0	11	0	13
OTU1280	0	0	0	0	0	0	0	0	0	3	0	0
OTU450	0	6	0	3	0	2	0	13	0	9	0	11
OTU1020	0	0	0	0	0	0	0	1	0	0	0	0
OTU367	0	0	1	0	14	0	3	0	0	1	0	0
OTU965	0	0	0	0	0	0	0	0	0	2	0	0
OTU1668	0	0	0	1	0	0	0	0	0	1	0	2
OTU181	1	1	0	0	51	0	2	0	0	3	2	0
OTU1773	4	0	0	0	0	0	0	0	0	0	0	0
OTU641	0	0	0	0	0	0	0	0	0	1	0	0
OTU1371	0	2	0	0	0	0	0	1	0	2	0	0
OTU1437	0	0	0	0	0	0	0	0	0	0	0	1
OTU1731	0	0	0	0	0	0	0	1	0	0	0	0
OTU1226	0	0	0	0	0	0	0	0	0	0	0	6
OTU1330	0	1	0	0	0	0	0	0	0	0	0	0
OTU822	0	3	0	0	0	2	0	12	0	18	0	0
OTU363	0	6	0	2	0	2	0	2	0	27	0	14
OTU1706	0	0	0	0	0	0	0	0	0	0	0	1
OTU588	0	1	0	1	0	0	0	2	0	8	0	0
OTU1488	0	0	0	0	0	0	0	1	0	3	0	0
OTU2057	0	1	0	0	0	0	0	1	0	0	0	0
OTU530	0	0	0	1	0	0	0	0	0	0	0	0
OTU242	0	0	0	1	0	1	0	0	0	0	0	0
OTU1619	0	0	0	0	0	0	0	0	0	2	0	0
OTU414	0	0	0	0	0	0	0	0	0	1	0	0
OTU1165	0	1	0	0	0	1	0	1	0	8	0	0
OTU297	0	1	0	2	0	2	0	4	0	34	0	12
OTU1747	0	0	0	0	0	0	0	2	0	1	0	0
OTU674	0	0	0	0	0	0	0	0	0	3	0	0
OTU1096	0	0	0	0	0	0	0	0	0	0	0	1
OTU883	0	0	0	0	0	0	0	0	0	1	0	0
OTU171	0	0	0	0	0	0	0	2	0	3	0	2
OTU1723	0	1	0	0	0	0	0	0	0	0	0	0
OTU805	0	0	0	0	0	0	0	0	0	0	0	1
OTU2066	0	0	0	0	0	0	0	1	0	0	0	0
OTU697	0	0	0	0	0	0	0	1	0	0	0	7
OTU1568	0	0	0	0	0	0	0	5	0	1	0	0
OTU1438	0	0	0	1	0	0	0	1	0	0	0	0
OTU1422	0	0	0	0	0	0	0	1	0	0	0	0
OTU695	0	0	0	0	0	0	0	7	0	0	0	36
OTU1143	0	4	0	5	0	2	0	0	0	1	0	0
OTU163	0	0	0	0	0	0	0	0	0	6	0	0
OTU2062	0	0	0	2	0	0	0	0	0	0	0	0
OTU346	0	1	0	2	0	0	0	4	8	4	6	4
OTU1298	0	0	0	0	0	0	0	0	0	0	0	4
OTU372	0	4	0	5	0	6	0	7	0	10	0	0
OTU766	0	0	0	2	0	1	0	4	0	0	0	7
OTU482	0	4	0	0	0	0	0	1	1	0	0	0
OTU932	0	0	0	0	0	0	0	0	1	0	17	0
OTU583	1	0	0	0	3	0	0	2	4	0	1	2
OTU1701	0	1	0	0	0	0	0	5	0	1	0	0
OTU215	2	0	0	0	8	0	5	0	6	0	1	0
OTU320	0	5	0	3	0	0	0	9	0	9	0	0
OTU1675	0	0	0	0	0	0	0	0	0	0	0	6
OTU1849	0	0	0	0	0	0	0	0	0	2	0	0
OTU1106	0	2	0	2	0	1	0	6	0	0	0	0
OTU551	0	2	0	0	0	1	0	1	0	6	0	25
OTU1802	0	1	0	0	0	0	0	0	0	0	0	0
OTU586	0	3	0	3	0	7	0	0	0	11	0	11
OTU706	0	0	0	0	0	2	0	1	0	2	0	4
OTU1082	0	0	0	3	0	1	0	0	0	0	0	0
OTU1855	0	0	0	0	0	0	0	2	0	0	0	0
OTU2078	0	0	0	0	0	0	0	0	0	0	0	3
OTU947	0	1	0	0	0	0	0	0	0	0	0	0
OTU351	0	1	0	1	0	0	0	0	0	0	0	0
OTU515	0	0	0	0	0	0	0	1	0	0	0	0
OTU927	0	0	0	0	0	0	0	0	0	2	0	0
OTU432	0	10	0	5	0	2	0	27	0	19	0	5
OTU1389	0	0	0	2	0	0	0	0	0	0	0	4
OTU829	0	3	0	6	0	2	0	4	0	10	0	13
OTU867	0	1	0	0	0	0	0	0	4	0	0	0
OTU760	0	0	0	0	0	1	0	19	0	4	0	24
OTU238	0	6	0	4	0	4	0	12	0	38	0	12
OTU141	0	16	0	6	2	6	0	34	0	27	0	21
OTU495	0	0	0	3	0	2	0	3	0	2	0	10
OTU659	0	3	0	0	0	0	0	4	0	11	0	7
OTU843	0	0	0	1	0	0	0	6	0	2	0	0
OTU844	1	1	0	0	0	0	0	2	1	2	0	2
OTU1376	0	0	0	0	0	0	0	1	0	0	0	0
OTU1657	0	0	0	0	0	0	0	0	0	3	0	0
OTU1073	0	0	0	0	0	0	0	1	0	0	0	0
OTU300	0	2	0	0	0	1	0	0	0	2	0	2
OTU1696	0	0	0	2	0	1	0	3	0	6	0	0
OTU492	0	0	0	0	0	0	0	7	0	4	0	4
OTU1758	0	0	0	1	0	0	0	0	0	0	0	0
OTU554	5	0	0	0	19	0	9	2	4	0	16	0
OTU1993	0	4	0	0	0	0	0	5	0	4	0	19
OTU682	6	0	0	1	0	2	0	0	0	0	0	7
OTU70	169	16	23	8	64	12	51	6	14	26	68	41
OTU1140	0	0	0	3	0	9	0	16	3	13	0	0
OTU888	0	1	0	0	7	2	36	2	1	2	2	2
OTU1871	0	0	0	0	0	0	0	0	0	7	0	14
OTU539	0	2	0	2	0	4	0	1	0	2	0	5
OTU996	0	1	0	0	0	1	0	3	0	6	0	0
OTU1627	0	0	0	0	0	0	0	2	0	0	0	0
OTU557	0	1	0	0	0	0	0	0	0	2	0	0
OTU348	0	0	0	1	0	0	0	1	0	0	0	0
OTU370	0	11	0	10	0	9	0	15	0	42	0	13
OTU1678	0	0	0	0	0	2	0	0	0	0	0	0
OTU1363	0	0	0	0	0	1	0	0	0	0	0	0
OTU699	0	0	0	0	0	0	0	0	0	0	0	2
OTU1158	0	0	0	0	0	0	0	1	0	0	0	0
OTU1922	0	0	0	0	0	3	0	9	0	14	0	0
OTU1693	0	0	0	0	0	0	0	2	0	0	0	0
OTU692	0	0	0	1	0	0	0	14	0	1	0	0
OTU2113	0	1	0	0	0	0	0	0	0	4	0	0
OTU43	0	1	0	0	0	0	0	3	0	3	0	0
OTU399	0	0	0	0	0	0	0	8	0	2	0	3
OTU1540	0	0	0	0	0	0	0	2	0	2	0	2
OTU1880	0	0	0	1	0	0	0	1	0	3	0	0
OTU564	0	0	0	0	0	0	0	0	0	1	0	2
OTU1703	0	0	0	0	0	0	0	0	0	1	0	0
OTU640	0	0	0	0	0	0	0	1	0	0	0	0
OTU928	0	1	0	0	0	0	0	0	0	0	0	0
OTU478	0	0	0	0	0	0	0	1	0	0	0	3
OTU672	0	0	0	0	0	2	0	0	0	0	0	0
OTU601	0	0	0	0	0	0	0	1	0	0	0	0
OTU1957	0	1	0	0	0	0	0	0	0	0	0	0
OTU487	0	0	0	0	0	0	0	0	0	1	0	0
OTU1525	0	0	0	0	0	0	0	2	0	0	0	0
OTU1539	0	0	0	0	0	1	0	1	0	0	0	0
OTU2064	0	0	0	0	0	0	0	4	0	0	0	0
OTU210	0	0	0	2	1	0	0	0	0	2	0	4
OTU1008	0	1	0	0	0	0	0	0	0	3	0	0
OTU398	0	0	0	0	0	1	0	0	0	0	0	0
OTU741	0	1	0	4	0	3	0	3	0	24	0	71
OTU1439	0	0	0	0	0	0	0	0	0	3	0	6
OTU402	0	0	0	1	0	0	0	0	0	2	1	11
OTU1051	0	5	0	1	0	0	0	1	0	2	0	3
OTU166	0	1	0	0	0	2	0	4	0	0	0	0
OTU332	0	0	0	2	0	0	0	0	0	0	0	0
OTU196	0	0	0	0	0	0	0	1	0	0	0	0
OTU180	0	0	0	2	0	0	0	0	0	2	0	0
OTU295	0	1	0	1	0	0	0	1	0	0	0	0
OTU801	0	0	0	0	0	0	0	1	0	0	0	0
OTU264	0	0	0	0	0	1	0	3	0	2	0	3
OTU161	0	0	0	1	0	1	2	3	0	1	0	2
OTU40	0	1	1	5	1	5	0	10	1	20	0	0
OTU219	0	0	1	0	0	0	0	0	0	1	0	0
OTU1069	0	0	0	0	0	0	0	0	0	0	0	2
OTU1999	0	0	0	0	0	2	0	0	0	0	0	0
OTU1495	0	0	0	0	0	0	0	0	0	2	0	0
OTU941	0	0	0	1	0	0	0	0	0	0	0	0
OTU184	0	0	0	0	1	1	0	0	0	7	0	0
OTU569	0	0	0	0	0	0	0	1	0	0	0	1
OTU199	0	1	0	0	0	0	0	1	0	5	0	0
OTU1845	0	1	0	0	0	0	0	0	0	0	0	0
OTU394	0	0	0	1	0	0	0	0	0	0	0	2
OTU511	0	0	0	0	0	0	0	0	0	1	0	0
OTU518	0	2	0	0	0	0	0	3	0	2	0	0
OTU720	0	0	0	0	0	0	0	0	0	3	0	0
OTU131	0	0	0	0	0	0	0	0	0	0	0	1
OTU505	0	1	0	0	0	0	0	0	0	1	0	0
OTU489	0	0	0	0	0	0	0	1	0	0	0	1
OTU568	0	1	0	0	0	0	0	0	0	0	0	0
OTU328	0	0	0	0	0	0	0	1	0	0	0	0
OTU585	0	3	0	3	0	5	0	9	0	2	0	4
OTU256	0	3	0	16	5	1	0	26	1	17	0	7
OTU969	0	0	0	0	0	1	0	0	0	5	0	0
OTU778	0	0	0	1	0	0	0	5	0	6	0	0
OTU1095	0	2	0	1	0	0	0	1	0	11	0	18
OTU1211	0	0	0	0	0	1	0	0	0	0	0	0
OTU444	0	0	0	0	0	0	0	2	0	2	0	0
OTU418	0	1	0	0	0	0	0	0	0	0	0	0
OTU1264	0	0	0	0	0	0	0	0	0	0	0	1
OTU1587	0	0	0	0	0	0	0	1	0	2	0	0
OTU618	0	0	0	2	0	2	0	2	0	12	0	7
OTU1826	0	0	0	0	0	0	0	0	0	0	0	5
OTU1817	0	0	0	3	0	7	0	9	0	1	0	0
OTU1308	0	1	0	0	0	0	0	6	0	3	0	0
OTU1594	0	1	0	0	0	2	0	1	0	4	0	0
OTU1815	0	0	0	1	0	2	0	4	0	0	0	0
OTU1058	0	3	0	2	0	0	0	2	0	2	0	1
OTU1018	0	1	0	2	0	0	0	6	0	13	0	6
OTU1214	0	1	0	1	0	3	0	0	0	7	0	15
OTU677	0	8	0	6	0	2	0	8	0	20	0	6
OTU908	0	1	0	0	0	3	0	0	0	0	0	0
OTU273	0	3	0	3	0	2	0	0	0	7	0	49
OTU1666	0	0	0	0	0	0	0	0	0	7	0	20
OTU111	0	0	0	1	1	0	0	5	0	5	0	0
OTU834	0	0	0	0	0	0	0	0	0	1	0	0
OTU1252	0	2	0	0	0	0	0	0	0	0	0	0
OTU858	0	0	0	0	0	0	0	0	0	1	0	0
OTU1457	0	0	0	0	0	0	0	0	0	1	0	0
OTU972	0	0	0	1	0	0	0	1	0	1	0	1
OTU303	0	0	0	0	0	0	0	0	0	4	0	2
OTU1906	0	0	0	0	0	0	0	1	0	0	0	0
OTU1573	0	0	0	0	0	0	0	0	0	1	0	0
OTU2169	0	0	0	0	1	0	0	0	0	0	0	0
OTU988	0	0	0	0	0	0	0	1	0	0	0	3
OTU840	0	0	0	0	0	0	0	2	0	0	0	2
OTU630	0	0	0	0	0	0	0	0	0	2	0	0
OTU997	0	0	0	0	0	0	0	2	0	0	0	0
OTU498	0	0	0	0	0	1	0	4	1	3	0	2
OTU1511	0	0	0	0	0	0	0	0	0	0	0	1
OTU1307	0	0	0	0	0	0	0	1	0	1	0	0
OTU1166	0	0	0	0	0	0	0	0	0	0	0	13
OTU1872	0	0	0	0	0	0	1	0	0	0	0	0
OTU1997	0	0	0	0	0	0	0	1	0	1	0	1
OTU1751	0	0	0	0	0	0	0	1	0	3	0	0
OTU1596	0	0	0	0	0	1	0	1	0	0	0	1
OTU1360	0	0	0	3	0	1	0	1	0	0	0	4
OTU1535	0	0	0	0	0	0	0	0	0	0	0	2
OTU2120	0	3	0	0	0	0	0	2	0	0	0	6
OTU1840	0	7	0	3	0	7	0	12	0	27	0	14
OTU423	0	0	0	0	0	0	0	0	0	0	0	2
OTU508	0	0	0	0	0	0	0	1	0	0	0	0
OTU990	0	0	0	5	0	0	0	0	0	0	0	0
OTU2080	0	2	0	0	0	0	0	0	0	0	0	0
OTU1322	0	0	0	2	0	0	0	0	0	0	0	0
OTU1939	0	0	0	0	1	0	0	0	0	0	0	0
OTU169	0	0	0	0	0	0	0	0	0	1	0	3
OTU1159	0	0	0	0	0	0	0	0	0	2	0	0
OTU243	0	0	0	0	0	1	0	0	0	0	0	1
OTU847	0	0	0	1	0	1	0	0	0	0	0	0
OTU167	0	0	0	1	0	0	0	4	0	3	0	3
OTU1854	0	0	0	0	0	1	0	0	0	0	0	0
OTU261	0	0	0	1	0	0	0	7	1	9	0	0
OTU721	0	0	0	0	0	0	0	0	0	1	0	0
OTU288	0	0	0	0	0	0	0	1	0	0	0	0
OTU910	0	0	0	0	0	0	0	1	0	0	0	3
OTU1730	0	0	0	1	0	0	0	0	0	0	0	0
OTU1825	0	1	0	0	0	0	0	4	0	0	0	0
OTU1213	0	0	0	2	0	1	0	7	0	2	0	5
OTU1838	0	0	0	1	0	0	0	0	0	0	0	0
OTU1142	0	0	0	1	0	0	0	0	0	0	0	0
OTU786	0	0	0	0	0	0	0	1	0	2	0	0
OTU211	0	1	0	1	0	1	0	5	0	6	0	0
OTU919	0	0	0	0	0	0	1	0	0	0	0	0
OTU863	0	0	0	0	0	0	0	0	0	4	0	0
OTU173	0	0	0	1	0	1	0	3	0	1	0	1
OTU1112	0	0	0	0	0	0	0	0	0	0	1	0
OTU189	0	0	0	0	0	0	0	0	0	0	0	2
OTU2000	0	0	0	0	0	2	0	1	0	4	0	0
OTU497	0	0	0	0	0	1	0	1	0	1	0	0
OTU381	0	0	0	3	0	0	0	0	0	0	0	0
OTU148	1	0	0	0	0	0	0	5	0	3	0	0
OTU109	0	0	0	1	0	0	0	4	0	0	0	0
OTU488	0	2	0	0	0	0	0	2	0	2	0	0
OTU696	0	0	0	0	0	0	0	2	0	0	0	0
OTU65	0	3	0	1	0	3	0	11	0	1	0	1
OTU63	0	0	0	0	1	1	0	2	0	5	0	2
OTU52	1	0	0	0	0	1	0	1	0	5	0	3
OTU1093	0	0	0	0	0	0	1	2	0	3	0	0
OTU1450	0	0	0	1	0	0	0	0	1	0	0	0
OTU1031	0	0	0	0	0	0	0	2	0	2	0	0
OTU1547	0	0	0	0	0	1	0	2	0	0	0	0
OTU704	0	0	0	0	0	0	0	0	0	1	0	0
OTU1484	0	0	1	0	0	0	0	0	0	2	0	0
OTU315	0	0	0	1	0	0	0	0	0	0	0	0
OTU654	0	0	0	0	0	1	0	0	0	2	0	0
OTU1951	0	0	0	1	0	0	0	1	0	0	0	0
OTU1173	0	0	0	0	0	0	0	2	0	0	0	0
OTU702	0	0	0	0	0	0	0	2	0	2	0	1
OTU2136	0	0	0	0	0	0	0	1	0	1	0	0
OTU442	0	0	0	0	0	0	0	1	0	16	0	0
OTU1135	0	0	0	0	0	0	0	1	0	2	0	1
OTU2215	0	0	0	0	0	0	0	0	0	0	0	1
OTU73	0	0	0	1	0	1	0	6	0	3	1	2
OTU1149	0	0	0	0	0	0	0	0	0	1	0	0
OTU566	0	0	0	0	0	0	0	0	0	3	0	0
OTU602	0	0	0	0	0	0	0	4	0	2	0	2
OTU899	0	0	2	1	0	1	0	3	0	0	4	0
OTU459	0	0	0	1	0	0	0	3	0	1	0	0
OTU817	0	0	0	1	0	0	0	3	0	1	0	0
OTU735	1	0	1	0	11	0	9	0	4	0	9	0
OTU1019	0	0	0	0	0	3	0	0	0	1	0	0
OTU933	0	0	0	0	0	0	0	1	0	0	0	0
OTU1919	0	0	0	0	0	0	0	0	0	4	0	0
OTU299	2	2	15	0	14	1	5	1	11	1	11	3
OTU1289	0	0	0	1	0	0	0	0	0	0	0	0
OTU1850	0	0	0	0	0	1	0	0	0	0	0	0
OTU1416	0	0	0	0	0	0	0	1	0	0	0	0
OTU945	0	0	0	3	0	0	0	9	0	4	0	5
OTU1024	0	0	0	0	0	3	0	12	0	7	0	14
OTU1600	0	0	0	0	0	0	0	1	0	0	0	0
OTU106	0	0	0	1	0	1	0	20	0	8	0	0
OTU136	0	0	0	0	0	0	0	0	0	1	0	3
OTU992	0	2	0	0	0	0	0	0	0	0	0	0
OTU404	0	2	0	1	0	0	0	3	0	9	0	1
OTU275	0	0	0	0	0	0	0	0	0	0	0	3
OTU292	0	0	2	1	0	0	0	9	0	2	0	0
OTU631	0	0	0	0	0	0	0	1	0	6	0	1
OTU417	0	0	0	0	0	0	0	2	0	0	0	0
OTU925	0	0	0	1	0	0	0	0	0	2	0	0
OTU570	0	0	0	0	0	0	0	0	0	0	1	0
OTU2157	0	0	0	0	0	1	0	0	0	3	3	8
OTU94	0	2	0	1	0	3	0	7	0	21	0	1
OTU1742	0	1	0	1	0	0	0	1	0	7	0	7
OTU1391	0	0	0	0	0	1	0	2	0	0	0	0
OTU108	0	2	0	1	0	0	0	1	0	0	0	1
OTU1867	0	0	0	0	1	0	0	1	0	2	0	0
OTU228	0	0	0	0	0	0	0	0	0	5	0	3
OTU296	0	3	0	4	0	3	0	22	0	26	0	17
OTU1281	0	1	0	1	0	0	0	5	0	0	0	3
OTU317	0	0	0	0	0	0	0	0	0	4	0	0
OTU828	0	0	0	0	0	0	0	0	0	0	0	2
OTU1766	0	0	0	0	0	0	0	1	0	0	0	0
OTU335	0	0	0	0	0	0	0	2	0	0	0	0
OTU1261	0	0	0	0	0	0	0	0	0	0	0	3
OTU1094	0	0	0	0	0	0	0	0	0	4	0	0
OTU198	0	2	0	4	0	4	1	11	1	11	0	14
OTU451	0	0	0	0	0	0	0	1	0	0	0	0
